
code	|	name	|	preferred name	|	lineage
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	401552 85025 85007 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	402587 288021 1331809 362534 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	402589 256846 566277 278081 1313211 256845 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	402591 132605 1890436 1890424 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	402593 314672 118884 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	403068 5114 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	403070 139380 355688 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	403074 42302 5139 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	403077 5151 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404322 2314 2194 2191 224756 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404381 168934 41295 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404383 635 1903412 91347 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404423 6002 6001 6000 431838 5878 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404695 45098 188944 556185 1736114 543769 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404697 45105 188941 136419 543769 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404699 188941 136419 543769 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404723 106394 198613 35094 6020 431838 5878 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404725 38410 2696291 33634 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404727 35082 423054 75739 5796 1280412 5794 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404729 163351 163343 5988 431838 5878 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404731 66802 2910 2864 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404734 5799 423054 75739 5796 1280412 5794 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404736 45108 188941 136419 543769 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404738 154966 2686024 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404741 58139 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404743 118531 61977 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404747 43272 101146 384324 43277 43271 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404749 61896 373319 57294 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404751 6846 6845 6844 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404753 39131 79705 30001 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404755 50587 79706 730331 30001 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404757 106918 106911 36138 79706 730331 30001 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404759 155469 71533 41073 535382 41071 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404761 41074 218924 60820 71533 41073 535382 41071 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404763 82889 29026 75543 41085 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404765 126941 172239 172236 126919 41362 115405 7540 61985 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404773 5258 162484 29000 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404776 35426 1524962 2692248 3041 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404778 131210 2684882 131209 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404781 162480 29000 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404787 3524 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404789 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404791 233875 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404793 4036 91882 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404796 3688 3646 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404804 5747 2696291 33634 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404807 16360 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404809 71239 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404813 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	404817 84348 84347 77689 75390 75389 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	405136 135491 88550 88547 2864 33630 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	405841 45147 92860 451868 147541 715962 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	406512 37990 37989 222545 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	406518 112008 118884 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	407030 213122 213118 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	407033 407032 1293499 1293498 1293497 1802340 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	408141 896 213119 213118 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	409965 281472 1217100 1217098 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	410347 84646 1777752 1921002 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	410705 204286 28256 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	410719 186823 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	410721 84994 84993 84992 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	410843 59734 2762318 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	411916 203683 203682 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412042 42 39 80811 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412044 39 80811 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412046 145357 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412051 155196 1775411 135614 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412053 219686 219685 142182 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412055 203494 74201 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412057 135614 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412391 186650 119045 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412393 2029 2070 85010 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	412395 1865 28056 85008 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	413578 66288 2662611 2611341 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	413586 388027 388026 66288 2662611 2611341 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	413884 98350 42461 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	413895 184869 2049 2037 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	413897 156454 31977 1843489 909932 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	415417 1047 1046 135613 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	415419 318476 45456 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	415608 200670 89377 135618 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	415892 232264 589438 2683617 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	416349 34489 1344963 4827 2212703 451507 1913637 112252 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	416350 29007 29006 451455 2683659 4761 112252 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	416979 45350 45349 6103 6102 6101 6073 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417092 302485 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417324 34478 451435 2683659 4761 112252 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417346 1162 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417353 42054 28256 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417356 51366 641 135623 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417358 203193 1644061 1644060 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417360 175304 186817 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417362 57494 1268 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417364 246875 563798 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417443 4200 4199 91882 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417447 16736 232347 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417453 4209 91882 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417455 41943 91836 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417610 177971 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417613 195950 2005525 171549 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417615 713 712 135625 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417618 2717 868 135615 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417962 60937 55824 42113 6340 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417964 52043 27902 1311940 27901 147100 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417966 121010 2082909 2082883 33467 1215728 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417968 45127 45126 45123 27929 6040 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417970 81001 81000 80999 6040 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417974 120557 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417994 191394 191393 68337 200930 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417996 422177 200666 117747 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	417998 49 80812 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	418000 2012 85012 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	418002 74712 85013 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	418004 85031 1643684 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	418006 85032 1643683 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	418134 41953 33852 33851 33850 33849 2836 2696291 33634 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	418140 3511 3503 3502 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	419945 419944 2683617 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	419948 255526 135613 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	420284 58337 451511 91347 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	420894 100867 41295 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	420896 107830 83463 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	420966 47 39 80811 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	420968 83461 31 80811 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	420970 32 31 80811 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	422283 422282 1783234 2323 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	424751 424750 131190 45456 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	424990 809 51291 204429 204428 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	425021 159191 1892259 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	426779 34426 5226 355688 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	426780 5332 5338 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427143 255204 85023 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427145 109326 543314 538999 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427147 265487 2691357 2691354 203683 203682 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427347 316625 1706371 1706369 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427349 238783 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427676 2733 543349 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427756 258255 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	427758 141450 191033 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	428044 364031 135616 72273 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	428046 191301 224467 235899 29547 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	428048 64159 558314 1485951 187857 200783 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	429430 359407 32011 32003 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	430690 40118 189779 189778 203693 40117 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	430692 286130 72293 213849 29547 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	430694 233189 292628 292629 292625 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	431307 252356 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	431311 237444 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	431313 252306 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432637 308865 2762318 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432639 44011 267892 135622 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432651 305899 2066474 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432654 62100 1706371 1706369 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432656 158481 224379 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432658 2383 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	432661 57479 1499392 206351 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	434304 336803 1771359 91347 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	435287 60919 145360 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	435290 292833 689704 1963360 204429 204428 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	435292 286729 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	435294 233191 475964 475963 475962 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	435898 204476 335928 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	435900 53460 85031 1643684 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436629 68804 452335 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436632 389998 227332 68889 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436940 72173 41297 204457 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436942 56056 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436944 146785 1890426 1890424 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436946 60846 1644056 1644055 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	436948 63743 1963268 2235 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	437471 255475 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	437473 125316 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	437738 358023 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	438339 3487 3744 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	438494 224462 29 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	440570 190322 2608240 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	440713 236535 6833 116570 116569 6830 72037 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	442120 261933 31993 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	442660 4858 1264872 1399768 1264859 1913638 112252 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	442661 78902 78899 2233521 451827 1913638 112252 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	442861 383614 1182 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	442935 111782 119859 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	443074 120831 89373 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	444455 388448 388447 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	444457 292629 292625 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	444483 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	444508 12967 2547934 42740 2683629 2683628 33634 2698737 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	444733 221678 1255046 92860 451868 147541 715962 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446039 135625 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446042 28050 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446073 2152 186333 186332 31969 544448 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446157 41955 41954 5338 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446159 71941 51005 5338 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446161 5402 5401 452342 355688 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446168 40593 5186 5185 147549 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446170 5369 1487592 5368 227330 68889 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446173 34444 5401 452342 355688 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446178 36048 40289 5185 147549 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	446550 112992 452337 452335 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447055 424536 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447057 81852 186826 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447059 170 1643688 203692 203691 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447197 160794 186817 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447557 212347 1892264 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447559 162985 1892263 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447561 1121 1890450 1118 1301283 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447563 373984 1185 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447565 56106 1162 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447825 508458 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447828 447827 1817808 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	447831 447830 74152 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	448108 299566 1853232 768507 768503 976 68336 1783270 2 131567 
